Year,EN.ATM.CO2E.KD.GD,NY.GNP.MKTP.KN,NY.GNP.MKTP.CN,NY.GNP.PCAP.KD.ZG,NY.GNP.MKTP.KD,NE.CON.GOVT.CN,DC.DAC.GBRL.CD,AG.PRD.FOOD.XD,AG.LND.CROP.ZS,NY.GNP.PCAP.KD,SP.POP.DPND.YG,EN.POP.DNST,NV.IND.TOTL.KD.ZG,SP.POP.DPND.OL,NY.GNP.PCAP.KN,AG.LND.CREL.HA,AG.LND.AGRI.K2,AG.YLD.CREL.KG,AG.PRD.CREL.MT,NV.AGR.TOTL.KN,NE.GDI.TOTL.KD.ZG,ER.FSH.AQUA.MT,NE.CON.TETC.CN,NE.CON.TETC.KN,NE.CON.TETC.KD,MS.MIL.MPRT.KD,NE.CON.TETC.ZS,NE.CON.TOTL.CN,NE.CON.TOTL.KN,NE.CON.TOTL.KD,NV.AGR.TOTL.CN,NE.CON.GOVT.KD.ZG,NV.AGR.TOTL.KD,NV.AGR.TOTL.ZS,AG.PRD.CROP.XD,NE.CON.GOVT.KD,NE.CON.GOVT.KN,NE.CON.GOVT.ZS,AG.LND.AGRI.ZS,NY.GNP.MKTP.KD.ZG,EN.URB.LCTY.UR.ZS,NE.EXP.GNFS.CN,EN.URB.LCTY,TM.VAL.MRCH.CD.WT,SP.POP.GROW,NE.EXP.GNFS.KN,NV.IND.TOTL.ZS,ER.FSH.CAPT.MT,NE.RSB.GNFS.ZS,TM.VAL.MRCH.RS.ZS,SP.POP.65UP.TO.ZS,NE.RSB.GNFS.KN,TM.VAL.MRCH.WL.CD,SP.POP.1564.TO.ZS,EN.URB.MCTY,EN.URB.MCTY.TL.ZS,SP.RUR.TOTL.ZG,SP.RUR.TOTL.ZS,NE.EXP.GNFS.ZS,SP.RUR.TOTL,TX.VAL.MRCH.R1.ZS,SP.POP.TOTL,SP.POP.TOTL.FE.ZS,NE.EXP.GNFS.KD,NY.EXP.CAPM.KN,TM.VAL.MRCH.HI.ZS,SP.DYN.LE00.MA.IN,SP.DYN.IMRT.IN,DT.ODA.ALLD.KD,FP.CPI.TOTL.ZG,SH.DYN.MORT,DT.ODA.ODAT.PC.ZS,DT.ODA.ALLD.CD,EN.ATM.CO2E.GF.ZS,DC.DAC.USAL.CD,DC.DAC.DEUL.CD,DC.DAC.TOTL.CD,NY.GSR.NFCY.CN,NE.RSB.GNFS.CN,SP.DYN.AMRT.MA,DT.ODA.ODAT.CD,SP.POP.0014.TO.ZS,NV.IND.TOTL.KD,NV.IND.TOTL.KN,DT.ODA.ODAT.KD,SP.DYN.CBRT.IN,SH.DTH.MORT,TM.VAL.MRCH.OR.ZS,SH.DTH.IMRT,NV.IND.TOTL.CN,SP.DYN.AMRT.FE,TM.VAL.MRCH.R5.ZS,NE.IMP.GNFS.CN,NY.GDP.DISC.CN,NE.DAB.TOTL.CN,SP.DYN.TFRT.IN,NE.DAB.DEFL.ZS,SP.DYN.LE00.IN,NE.CON.PRVT.KD,NE.DAB.TOTL.KN,NE.CON.PRVT.KN,NE.CON.PRVT.PC.KD,NE.CON.PETC.ZS,EN.ATM.CO2E.GF.KT,NE.CON.PETC.KD,NE.CON.PETC.KN,NE.CON.PETC.CN,NE.CON.PRVT.CN,SP.URB.GROW,NE.DAB.TOTL.KD,NY.GDS.TOTL.CN,NE.DAB.TOTL.ZS,BX.GRT.EXTA.CD.WD,NE.GDI.TOTL.KD,NE.GDI.TOTL.KN,NE.GDI.TOTL.CN,NY.GDY.TOTL.KN,NY.GDS.TOTL.ZS,EN.ATM.CO2E.KT,NE.GDI.TOTL.ZS,TX.VAL.MRCH.RS.ZS,SP.URB.TOTL.IN.ZS,NV.IND.MANF.KD,NV.SRV.TETC.CN,FP.CPI.TOTL,NE.IMP.GNFS.KD,NV.IND.MANF.KN,NV.SRV.TETC.KN,EN.ATM.CO2E.SF.KT,NV.IND.MANF.CN,SP.DYN.CDRT.IN,TX.VAL.MRCH.CD.WT,NY.GDP.DISC.KN,NV.SRV.TETC.ZS,NE.IMP.GNFS.KN,TX.VAL.MRCH.WL.CD,NV.SRV.TETC.KD,SP.URB.TOTL,EN.ATM.CO2E.SF.ZS,NV.IND.MANF.ZS,SP.DYN.LE00.FE.IN,NE.TRD.GNFS.ZS,FI.RES.XGLD.CD,EN.ATM.CO2E.PC,SP.DYN.TO65.FE.ZS,FI.RES.TOTL.CD,NE.IMP.GNFS.ZS,NY.TTF.GNFS.KN,BX.GRT.TECH.CD.WD,EN.ATM.CO2E.LF.ZS,EN.ATM.CO2E.LF.KT,SP.DYN.TO65.MA.ZS,ER.FSH.PROD.MT,AG.LND.ARBL.HA.PC,SP.POP.DPND,NY.GNP.PCAP.CN,NY.GDP.DEFL.KD.ZG,NV.IND.MANF.KD.ZG,AG.LND.ARBL.HA,DC.DAC.JPNL.CD,SP.ADO.TFRT,AG.LND.ARBL.ZS,AG.PRD.LVSK.XD
1983,0.5476512179999999,1668500000000000.0,74447000000000.0,7.131243773,183545000000.0,8077300000000.0,10980000,44.75,4.416058999,1161.349306,70.8600771,87.24164288,15.69304809,6.43068909,10557168.44,12164696,379000,3320.3,40389883,420565000000000.0,4.298497243,303941.0,54488900000000.0,1114320000000000.0,122581000000.0,225000000.0,70.19702926,54489000000000.0,1226980000000000.0,134975000000.0,17764700000000.0,-1.858898617,46264560347.0,22.88592986,45.21,20517256957,186511000000000.0,10.40583411,20.92107951,9.584468483,17.08068252,20447800000000.0,6590842,16352000000.0,2.26409934,323859000000000.0,39.82695753,1944527.0,-1.517851518,1.266550469,3.627199108,-12882600000000.0,16351500000.0,56.404516799999996,15464373,9.784831717000001,1.199468673,75.585,26.34251789,119457817,1.795200845,158044343,50.04265796,35626321233.0,387403000000000.0,92.06739443,59.661,78.5,1896770000,11.78728998,110.3,4.667171162,737620000.0,13.0144644,80000000.0,85470000,625640000.0,-3175800000000.0,-1178200000000.0,221.234,737620000.0,39.96828409,72699551003.0,660870000000000.0,1896770000,31.229,552477,2.278690028,394133,30914800000000.0,199.611,0.610953124,21626000000000.0,-101187500.0,78801000000000.0,4.0280000000000005,4.310683561,60.82295122,114850000000.0,1828040000000000.0,1044030000000000.0,726.6916675,59.79119515,13659.575,116410000000.0,1058220000000000.0,46411600000000.0,46411700000000.0,5.6337769170000005,201095000000.0,23133900000000.0,101.5178515,103880000,78513482446.0,713722000000000.0,24312100000000.0,1805720000000000.0,29.80297074,104956.87400000001,31.32082225,1.273389509,24.415,24242466858.0,28943300000000.0,7.62989135,45072075340.0,220375000000000.0,615728000000000.0,1199.109,9896300000000.0,9.124,21152000000.0,3063955.5539999995,37.28711261,409725000000000.0,21195400000.0,67733590313.0,38586526,1.142477814,12.74921761,62.043,54.2028873,3718392754.0,0.664097632,63.38209000000001,4902568754.0,27.86036941,63543900000000.0,209990000,74.11431766,77788.071,59.1212,2248468.0,0.11389208699999999,77.29076619,471051.344,14.25186517,24.11762946,18000000.0,235460000,91.5988,9.936132747,40.77
1984,0.546190568,1752160000000000.0,84640000000000.0,2.731637777,192748000000.0,9121400000000.0,13880000,48.76,4.368034357,1193.073163,69.53339478,89.17987381,10.78778486,6.385926122000001,10845552.05,12849826,370520,3379.4,43424273,439982000000000.0,-4.753608777,330764.0,62611400000000.0,1221220000000000.0,134342000000.0,100000000.0,69.6571508,63188400000000.0,1296240000000000.0,142594000000.0,20419700000000.0,3.4171611060000004,48400506897.0,22.71755877,49.08,21218364682,192884000000000.0,10.14784433,20.45297725,5.014006964,16.66656859,22999000000000.0,6797142,13882000000.0,2.1973611269999997,345057000000000.0,39.11827371,1982327.0,3.509259189,1.236293425,3.630031135,17413300000000.0,13880200000.0,56.84423944,15915862,9.851632241,1.09452311,74.756,25.58711091,120772492,1.785681665,161555584,50.03042916,37958237667.0,439185000000000.0,92.67589804,59.99800000000001,76.2,1794670000,10.4555227,106.7,4.122915368,666080000.0,21.75661099,61000000.0,92930000,552390000.0,-5245100000000.0,3154300000000.0,220.75400000000002,666080000.0,39.52572942,80542222157.0,732164000000000.0,1794670000,30.416999999999998,535227,3.095776718,382911,35161500000000.0,196.919,0.573478768,19844700000000.0,-576999000000.0,86730800000000.0,3.887,4.562332254,61.1877561,121753000000.0,1901020000000000.0,1106790000000000.0,753.6309487999997,59.50930647,24407.552000000003,126038000000.0,1145740000000000.0,53490000000000.0,54067000000000.0,5.536443557999999,209123000000.0,27273700000000.0,96.49074081,123120000,74781258653.0,679794000000000.0,24119400000000.0,1961250000000000.0,30.342849199999996,112184.531,26.83359001,1.2938199890000002,25.244,29589638969.0,34303900000000.0,8.427636372,41686777455.0,268983000000000.0,650390000000000.0,1884.838,13112900000000.0,8.918,21902000000.0,2275634.299,38.16416752,378951000000000.0,21896400000.0,71546692089.0,40783092,1.680122904,14.588513500000001,62.437,47.66496263,4773006320.0,0.694402064,63.94824000000001,5729969519.0,22.07785172,94128000000000.0,201410000,66.18834374,74253.083,59.43275,2313091.0,0.111546748,75.91932091,523906.3588,8.047928808,22.05704618,18021000.0,167700000,86.9316,9.947724902000001,43.73
1985,0.570468188,1825030000000000.0,91930000000000.0,1.977261023,200764000000.0,10893000000000.0,37990000,49.87,4.597669425,1216.663333,68.10650444,91.08794857,1.873677263,6.339404321,11059996.92,12342259,396790,3513.3,43362447,458686000000000.0,6.8006720660000015,359626.0,68180200000000.0,1286850000000000.0,141561000000.0,289000000.0,70.29118509999999,68094400000000.0,1383500000000000.0,152193000000.0,22510000000000.0,7.446015057,50458128729.0,23.20694946,50.14,22798287311,207246000000000.0,11.23026666,21.90310063,4.159146127,16.28176722,21534000000000.0,7009306,10262000000.0,2.117012344,318131000000000.0,35.8488092,2093069.0,1.751398003,1.529956787,3.6340229280000003,-10747500000000.0,10274800000.0,57.32435957,16380574,9.926886919,0.980231295,73.911,22.20073087,121962163,2.492178344,165012195,50.00292918,34996295522.0,433120000000000.0,91.29326118,60.31399999999999,74.0,1636460000,4.72939738,103.1,3.6171266010000003,596870000.0,22.34756835,43000000.0,86910000,511320000.0,-5066800000000.0,1698800000000.0,220.274,596870000.0,39.0416175,82051323461.0,745882000000000.0,1636460000,29.581,515429,3.455055086,370025,34772200000000.0,194.227,0.427258925,19835200000000.0,85800779800.0,95298000000000.0,3.745,4.73442267,61.53839024,129810000000.0,2012870000000000.0,1180030000000000.0,786.6683057999999,59.06091844,27095.463,131756000000.0,1197720000000000.0,57287200000000.0,57201400000000.0,5.409539044,221428000000.0,28816600000000.0,98.248602,136580000,79866886821.0,726025000000000.0,27117800000000.0,2047040000000000.0,29.708814899999997,121245.68800000001,27.9574169,1.1122340370000001,26.089000000000002,32900953115.0,39714600000000.0,8.826212786000001,43886957904.0,299084000000000.0,679308000000000.0,3674.3340000000003,15503400000000.0,8.724,18590000000.0,4606184.125,40.94424134,398951000000000.0,18602200000.0,74727742821.0,43050032,3.03048633,15.98341293,62.824,42.65006374,4974241601.0,0.734768045,64.51438,5989249601.0,20.44933287,114988000000000.0,199850000,64.81974353,78591.144,59.74429,2452695.0,0.118173084,74.44590877,557110.3402,4.285426396,11.19078928,19500000.0,161330000,82.2644,10.76414381,46.52
1986,0.540555861,1942130000000000.0,97480000000000.0,4.2738884939999995,213645000000.0,11329000000000.0,7310000,52.88,4.908449577,1268.662167,66.86706734,92.95916084,7.060458507000001,6.340802541,11532688.86,13131212,412920,3476.2,45647142,470548000000000.0,8.867486277000001,411552.0,73370000000000.0,1305950000000000.0,143662000000.0,432000000.0,71.45319602,74684000000000.0,1409860000000000.0,155093000000.0,24870000000000.0,2.964114035,51762934690.0,24.22026645,52.64,23474054545,213389000000000.0,11.03302747,22.79348852,6.415978441,15.92530044,20010000000000.0,7228398,10718000000.0,2.033475829,366532000000000.0,33.74281477,2196212.0,-0.9993897420000001,1.766049699,3.6608051039999996,11438000000000.0,10724500000.0,57.73409723,16860932,10.01230941,0.857616761,73.047,19.48723604,123012629,3.0527495680000003,168402027,49.95690343,40320625678.0,395318000000000.0,90.61121731,60.618,71.6,1545050000,5.827196941,99.5,4.183500713,704510000.0,18.798759,46000000.0,126100000,612210000.0,-5202600000000.0,-1026200000000.0,219.794,704510000.0,38.60509767,87844523108.0,798545000000000.0,1545050000,28.746,493370,2.97543009,353445,34648000000000.0,191.535,0.542682643,21036200000000.0,-1314000000000.0,103709000000000.0,3.6060000000000003,4.947108242,61.88141463,132061000000.0,2096350000000000.0,1200500000000000.0,784.2035262,60.42016855,22885.74700000001,130954000000.0,1190430000000000.0,62041000000000.0,63355000000000.0,5.291557935,230611000000.0,29312600000000.0,100.9993897,135740000,86949072050.0,790405000000000.0,30338800000000.0,2076080000000000.0,28.54680398,121740.73300000001,29.54619372,1.328867761,26.95300000000001,35957297590.0,43164600000000.0,9.340533588,45717438348.0,326867000000000.0,726850000000000.0,8063.733,17184200000000.0,8.542,16075000000.0,2612251.663,42.03691877,415591000000000.0,14809600000.0,79957687482.0,45389398,6.623693485,16.73525945,63.208,39.97386183,4051267824.0,0.722917266,65.08053000000001,5264621424.0,20.48662579,28785800000000.0,241740000,64.34531161,78334.454,60.05583000000001,2607764.0,0.11982041,73.20786988,578852.9126,-0.096895884,9.289531716,20178000.0,160830000,77.5972,11.13840481,51.79
1987,0.520229312,2039530000000000.0,118200000000000.0,2.980890721,224360000000.0,11763500000000.0,10430000,53.69,5.229717869,1306.4796,65.45655386,94.7956281,6.313705303,6.3330949389999995,11876465.71,12548627,434850,3604.7,45233872,480634000000000.0,5.479181005,456727.0,85212100000000.0,1325760000000000.0,145841000000.0,264000000.0,68.26968112,83752500000000.0,1426220000000000.0,156892000000.0,29120000000000.0,-0.173086585,52872554157.0,23.33017392,53.39,23433424106,213020000000000.0,9.424605295,24.00404069,5.015343623,15.59460664,29874000000000.0,7454338,12891000000.0,1.956302519,420123000000000.0,36.2540657,2286077.0,1.536811056,2.114286603,3.686540478,41528200000000.0,12855400000.0,58.21072498,17356844,10.1071179,0.741511481,72.165,23.93425842,123928172,3.6687100139999997,171728916,49.89733994,46215943401.0,452875000000000.0,88.85604493,60.919,69.3,2045690000,9.275490957999999,95.9,7.218120447,1239560000.0,21.91178219,36000000.0,61770000,1128830000.0,-6616900000000.0,1918200000000.0,219.313,1239560000.0,38.10273454,93390767423.0,848963000000000.0,2045690000,27.936999999999998,468673,3.171429905,335799,45251200000000.0,188.843,0.52351541,27955800000000.0,1459600000000.0,122899000000000.0,3.472,5.6911449460000005,62.22143902,133881000000.0,2159470000000000.0,1217040000000000.0,779.6084536000003,58.84507583,27033.124,126297000000.0,1148090000000000.0,73448600000000.0,71989000000000.0,5.176265068,237554000000.0,39604800000000.0,98.46318894,195290000,91713169089.0,833712000000000.0,37686600000000.0,2188550000000000.0,31.73031888,123372.54800000001,30.19350782,1.523486846,27.835,39771692042.0,50445700000000.0,10.20691394,46620011276.0,361542000000000.0,771900000000000.0,8225.081,21150400000000.0,8.371,17135000000.0,215674.4357,40.41576039,423796000000000.0,17177700000.0,84913465628.0,47800744,6.66686482,16.94514183,63.589,46.33170577,5592324715.0,0.7184145270000001,65.64668,7094971115.0,22.39744736,32752100000000.0,282980000,60.85780526,75081.825,60.367369999999994,2742804.0,0.123275686,71.78964879,688294.1006,15.43782744,10.60812327,21170000.0,707320000,72.93,11.68599612,53.32
1988,0.5239904160000001,2187660000000000.0,142748000000000.0,5.257337124,240655000000.0,12755800000000.0,17220000,56.76,5.66469968,1375.1656369999994,63.946577100000006,96.60179789,6.871851638,6.3236907,12500851.55,13543906,441370,3568.3,48328093,504174000000000.0,24.69013464,499597.0,102478000000000.0,1173280000000000.0,129067000000.0,294000000.0,68.46968202,102478000000000.0,1349360000000000.0,148437000000.0,33650600000000.0,7.576968186,55462046447.0,22.48330201,56.45,25208967195,229160000000000.0,8.522656831,24.3639495,7.262837018,15.28719703,35585400000000.0,7687666,13249000000.0,1.88740616,424545000000000.0,37.26602819,2447412.0,2.685789462,2.373803646,3.71391364,87215600000000.0,13488900000.0,58.73015958,17869599,10.21114581,0.631019139,71.264,23.77602081,124712655,4.917305261,175000919,49.837716,46702357087.0,388445000000000.0,87.4444914,61.223,67.0,2402410000,8.043166094,92.2,9.289436931000001,1625660000.0,17.69928692,22000000.0,97640000,1506530000.0,-6921290000000.0,4019800000000.0,218.347,1625660000.0,37.55592678,99808442403.0,907302000000000.0,2402410000,27.175,442582,3.815729971,317888,55775800000000.0,186.614,0.7532119,31565600000000.0,-14680000.0,145649000000000.0,3.346,6.582029447999999,62.563487800000004,123869000000.0,2212840000000000.0,1126020000000000.0,707.817227,59.94702519,23391.792999999998,115646000000.0,1051270000000000.0,89722300000000.0,89722300000000.0,5.073052557,243425000000.0,47191200000000.0,97.31421054,201650000,114357000000.0,1039560000000000.0,43171400000000.0,2256720000000000.0,31.53031798,132162.34699999998,28.84452852,1.613643987,28.736,44541571109.0,60242900000000.0,11.02787298,37904178448.0,404902000000000.0,823596000000000.0,6919.629,29484400000000.0,8.21,19465000000.0,-5817831.8,40.2506698,344565000000000.0,19378500000.0,90600307379.0,50288264,5.235703782,19.69969964,63.971000000000004,44.86625216,5048320080.0,0.755209446,66.18923000000001,6321736080.0,21.09023135,-36099700000000.0,345800000,66.06642435,87314.93699999999,60.73503,2947009.0,0.12089079400000001,70.2702678,815698.5896,12.74534728,11.99315096,21156000.0,984910000,70.96600000000002,11.67826802,55.42
1989,0.47600692,2388510000000000.0,171508000000000.0,7.201003621,262750000000.0,15697600000000.0,14490000,60.13,5.675739827999999,1474.1913650000001,62.42772261,98.38605795,16.13886005,6.321247583,13401038.32,13475406,444350,3778.6,50918096,543451000000000.0,12.3063989,527897.0,115931000000000.0,1264900000000000.0,139146000000.0,248000000.0,64.55631711,112330000000000.0,1456070000000000.0,160176000000.0,38894000000000.0,10.30281258,59782718800.0,21.65809706,59.51,27806199839,252770000000000.0,8.741197958999999,24.528447699999997,9.18103374,15.00082454,43614400000000.0,7927626,16444000000.0,1.8301753790000002,453152000000000.0,38.34520225,2559240.0,2.879690961,2.579469505,3.7459473539999997,84090700000000.0,16469978153.0,59.2596209,18397647,10.32223166,0.537903345,70.34899999999999,24.28664846,125385296,5.501393546,178233231,49.79533643,49849368873.0,436147000000000.0,82.36968723,61.534,64.6,2770070000,6.417660784,88.4,10.27227072,1830860000.0,19.07041859,31000000.0,52360000,1717710000.0,-8073800000000.0,5171400000000.0,217.38,1830860000.0,36.99443175,115916000000.0,1053730000000000.0,2770070000,26.468000000000004,417281,7.633401291,300831,68861000000000.0,184.385,0.940085855,38443000000000.0,3601790000000.0,174410000000000.0,3.2289999999999996,7.170327113,62.90863415,133109000000.0,2432390000000000.0,1210020000000000.0,746.8232255,55.81511915,24975.937,130139000000.0,1183020000000000.0,100234000000000.0,96632000000000.0,4.96469089,267577000000.0,63650400000000.0,97.12030904,214830000,128431000000.0,1167490000000000.0,58479000000000.0,2484110000000000.0,35.44368289,130966.905,32.56399193,1.84748405,29.651,50511753834.0,71826800000000.0,11.73560446,42289827397.0,459174000000000.0,853628000000000.0,6285.238,35441000000000.0,8.06,22160000000.0,-4308880.227,39.99670069,384433000000000.0,21940083868.0,93904016552.0,52847935,4.799104018,19.73529717,64.352,45.69360595,5453530804.0,0.7348063220000001,66.73179,6699437804.0,21.4069575,-17005100000000.0,368560000,64.76270475,84817.71,61.10268000000001,3087137.0,0.117037658,68.74897019,962267.2049,9.993165409,13.40361953,20860000.0,1145270000,69.002,11.51487384,58.68
1990,0.498714056,2599680000000000.0,201251000000000.0,6.9194230910000005,285980000000.0,18649000000000.0,22380000,62.27,6.4695264329999995,1576.196902,60.94492194,100.15446329999999,10.27073509,6.33080289,14328312.86,13660449,450830,3800.2,51912780,558862000000000.0,10.88267911,599824.0,142834000000000.0,1436810000000000.0,158058000000.0,202000000.0,67.73662057,138451000000000.0,1677500000000000.0,184534000000.0,40930000000000.0,4.834633762,61478019334.0,19.41040263,61.68,29150527764,264991000000000.0,8.843992387,24.88614848,8.841208342,14.73297558,53409300000000.0,8175422,21837000000.0,1.781452031,468359000000000.0,39.11815216,2643521.0,1.5951325090000001,2.035301017,3.784651297,45748400000000.0,22005034207.0,59.7815374,18943750,10.44096226,0.446334006,69.416,25.32851283,125946184,5.9188836789999995,181436821,49.78085512,51522197440.0,505289000000000.0,85.28324258,61.856,62.2,2540360000,7.8126774029999995,84.7,9.457066049,1715860000.0,29.48488489,31000000.0,99010000,1533110000.0,-9615310000000.0,3363600000000.0,216.41299999999998,1715860000.0,36.433811299999995,127822000000.0,1161960000000000.0,2540360000,25.813000000000002,395094,6.867859485,286095,82487000000000.0,182.157,1.317345464,50045700000000.0,4382710000000.0,207503000000000.0,3.122,7.597052933,63.25990244,156007000000.0,2731360000000000.0,1418170000000000.0,859.8402585000001,58.89262818,44099.342000000004,149670000000.0,1360560000000000.0,124185000000000.0,119802000000000.0,4.879566511,300465000000.0,68032600000000.0,98.40486749,285860000,142407000000.0,1294540000000000.0,64669000000000.0,2763180000000000.0,32.26337943,149565.929,30.66824692,1.407963847,30.584,56725200981.0,87449300000000.0,12.65246937,52084114327.0,515657000000000.0,949049000000000.0,6952.632,43569000000000.0,7.919,25675000000.0,-2141419.727,41.47144521,473467000000000.0,25682746670.0,104401000000.0,55490637,4.648539976,20.66190727,64.734,49.06189316,7459058062.0,0.824341653,67.27435,8656793062.0,23.73338032,36930000000000.0,395710000,55.18670165,82540.503,61.47034,3243345.0,0.111625633,67.27572483,1109207.011,7.723910536,12.30099269,20253000.0,867780000,67.038,11.17980536,62.8
1991,0.55017698,2566930000000000.0,216551000000000.0,-2.959494846,282377000000.0,20784600000000.0,38890000,63.1,6.467318402999999,1529.549436,59.51967932,101.908698,9.902365415,6.400245527999999,13904267.18,13190619,415240,3862.1,50944146,559938000000000.0,9.571083958,607507.0,166856000000000.0,1542820000000000.0,169719000000.0,11000000.0,66.75090516,161590000000000.0,1804530000000000.0,198508000000.0,45636000000000.0,5.2632585480000005,61596351725.0,18.2566921,62.08,30684795408,278938000000000.0,8.314884467999999,22.92155423,-1.2598020079999999,14.16703754,64485000000000.0,8268203,25869000000.0,1.736366776,556306000000000.0,40.40187312,2806423.0,1.6951327880000002,1.694674391,3.857430344,62149100000000.0,25928475956.0,60.27003694,19245324,10.424586900000001,0.242902277,68.387,25.79723933,126252482,7.3545639760000014,184614740,49.79758279,61196867319.0,586465000000000.0,87.36800106,62.188,59.8,2492920000,9.416131453,80.9,9.882634507,1824480000.0,24.22010487,18000000.0,135820000,1739240000.0,-33417700000000.0,4237300000000.0,215.446,1824480000.0,35.87253271,140479000000.0,1277020000000000.0,2492920000,25.19400000000001,374982,4.31834375,274287,100992000000000.0,179.928,1.288895481,60247700000000.0,5266710000000.0,245731000000000.0,3.023,8.298183997,63.61629268,168440000000.0,2961270000000000.0,1531200000000000.0,912.3888272,58.43602069,43530.957,158439000000.0,1440280000000000.0,146072000000000.0,140805000000000.0,5.045510997,325756000000.0,83112300000000.0,98.30486721,276340000,156037000000.0,1418450000000000.0,78875000000000.0,2999800000000000.0,33.24909484,179730.671,31.55396205,1.45499605,31.613000000000003,62340817711.0,103341000000000.0,13.84384252,60275263087.0,566705000000000.0,1067280000000000.0,13531.23,53379000000000.0,7.784,29142000000.0,-3996070.584,41.34143478,547928000000000.0,29188946945.0,117407000000.0,58362258,7.528614857000001,21.35428098,65.116,49.89934587,9257939337.0,0.9735445340000001,67.8169,10357988937.0,24.10210654,30158700000000.0,442160000,57.611245999999994,103545.079,61.838,3413930.0,0.09793909199999999,65.91992485,1172988.095,8.827730236,9.899685912999999,18081000.0,1065510000,65.074,9.980845344,66.71
1992,0.5783497470000001,2782730000000000.0,247438000000000.0,6.589625343,306116000000.0,24731300000000.0,32680000,68.6,6.321036449,1630.341013,58.19207617,103.6460623,17.74992577,6.471296494,14820506.29,14732663,413510,3817.1,56235467,593177000000000.0,10.24648846,645368.0,188044000000000.0,1583250000000000.0,174166000000.0,52000000.0,66.58898772,182215000000000.0,1867220000000000.0,205405000000.0,52746000000000.0,5.726946154,65252885128.0,18.67809847,67.32,32442097119,294913000000000.0,8.757700638,22.82605696,8.406791206,13.48711601,78764000000000.0,8281607,27280000000.0,1.690455279,632582000000000.0,39.64412931,2981883.0,2.933124953,1.859260201,3.930015758,85544000000000.0,27279710962.0,60.72995979,19424585,10.34531746,0.083746246,67.297,27.89143662,126358258,7.850440979,187762097,49.83866526,69587611552.0,665535000000000.0,88.15391777,62.525,57.4,2432870000,7.52573572,77.1,10.48789948,1969230000.0,25.87477146,-1000000.0,116360000,1880770000.0,-34957200000000.0,8283000000000.0,214.479,1969230000.0,35.34002446,165414000000.0,1503690000000000.0,2432870000,24.594,357393,3.595961799,264291,111953000000000.0,177.699,1.207920324,70481000000000.0,5828610000000.0,274112000000000.0,2.931,8.71017339,63.97426829,173656000000.0,3147030000000000.0,1578610000000000.0,924.8721809,57.83128708,52416.098,165970000000.0,1508730000000000.0,163313000000000.0,157484000000000.0,5.080294384,346192000000.0,94351000000000.0,97.06687505,319910000,172025000000.0,1563790000000000.0,86068000000000.0,3217020000000000.0,33.41101228,202576.081,30.47788733,1.853186274,32.703,68479002458.0,117696000000000.0,14.88569352,65513501887.0,622504000000000.0,1044580000000000.0,12519.138,62016000000000.0,7.657999999999999,33967000000.0,-5953383.274,41.67777222,595546000000000.0,33982300590.0,114910000000.0,61403839,6.179968503,21.96073674,65.49600000000001,52.84974829,10448610000.0,1.078897628,68.35946,11482018250.0,24.95831167,32953700000000.0,426490000,57.85529388,117200.987,62.20565,3627251.0,0.09639858300000001,64.66337266,1317825.591,5.364316197,9.846172977,18100000.0,1356710000,63.11,9.991333484,71.3
1993,0.581889431,3283040000000000.0,317223000000000.0,16.0562549,361154000000.0,29756700000000.0,34080000,69.57,6.6721131389999995,1892.1127219999998,56.90093177,105.36344059999999,-1.4342665280000002,6.542639195,17200124.56,13952314,420160,3916.3,54640825,605785000000000.0,-0.21954923,710414.0,222715000000000.0,1803880000000000.0,198437000000.0,214000000.0,67.53533894,222715000000000.0,2055220000000000.0,226086000000.0,58963400000000.0,0.182809843,66639854459.0,17.87982746,67.85,32501404465,295452000000000.0,9.023303501000001,23.19314186,17.97926566,12.85439638,88230900000000.0,8294997,28328000000.0,1.643386472,671218000000000.0,39.68046069,3209582.0,2.986237718,2.0495859530000002,4.002995747,96993800000000.0,28327906434.0,61.18319577,19610130,10.27390177,-0.012218389,66.192,26.75478836,126342820,7.794397872,190873248,49.89207498,73837842247.0,698354000000000.0,86.15348575,62.86,55.1,2362400000,9.687785514,73.6,10.12043343,1931720000.0,26.39860433,-6000000.0,279440000,1842290000.0,-12552600000000.0,9847900000000.0,213.386,1931720000.0,34.81380848,163042000000.0,1482120000000000.0,2362400000,24.006,342415,5.329333795,255467,130857000000000.0,175.858,1.458324144,78383000000000.0,11534400.0,319928000000000.0,2.844,9.50969806,64.32829268,194094000000.0,3364230000000000.0,1764400000000000.0,1016.873316,58.51203543,57707.57900000001,185946000000.0,1690330000000000.0,192959000000000.0,192959000000000.0,4.966450687,370085000000.0,107061000000000.0,97.01376228,241220000,171648000000.0,1560350000000000.0,97212800000000.0,3442180000000000.0,32.46466106,218600.871,29.47842335,1.757048207,33.808,75289162564.0,139956000000000.0,16.32778758,68248381452.0,684411000000000.0,1249800000000000.0,21327.272,73556300000000.0,7.541,36823000000.0,-4927292.603,42.43971184,620407000000000.0,36839751835.0,137486000000.0,64530428,9.756261217999999,22.30493013,65.87,50.52333901,11262657058.0,1.145267204,68.83788,12474062677.0,23.76855065,27136200000000.0,423420000,53.7584084,117516.349,62.561069999999994,3919996.0,0.094979261,63.44357096,1661958.9319999998,8.880105482000001,9.944888011,18129000.0,1148890000,60.0576,10.007341699999998,76.82
